2025-11-16T15:08:15.206Z [APP] ✅ Premium features loaded successfully!
2025-11-16T15:08:15.208Z [APP] 🚀 Initializing Joplin to Anki Sync
2025-11-16T15:08:15.320Z [APP] 🔧 Verifying imported models exist...
2025-11-16T15:08:15.351Z [APP] ✅ Model verification completed
2025-11-16T15:08:15.351Z [APP] Running with Premium Two-Way Sync Engine...
2025-11-16T15:08:15.355Z [APP] 🚀 Starting Premium Two-Way Sync (Unified Engine)...
2025-11-16T15:08:15.356Z [APP] ❌ A critical error occurred during the sync process:
2025-11-16T15:33:11.022Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.022Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.023Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.024Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.026Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.029Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.031Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.033Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.034Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.036Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.037Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.038Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.039Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.040Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.041Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.042Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.045Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.048Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.050Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.051Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.052Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.053Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.053Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.054Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.055Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.056Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.057Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.058Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.059Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.062Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.064Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.065Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.067Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.068Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.069Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.070Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.071Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.071Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.072Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.073Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.074Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.074Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.076Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.079Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.080Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.081Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.083Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.084Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.085Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.086Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.087Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.088Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.088Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.089Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.090Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.091Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.092Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.095Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.097Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.098Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.100Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.101Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.102Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.103Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.104Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.105Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.105Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.107Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.107Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.110Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.113Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.115Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.117Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.118Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.118Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.119Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.120Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.121Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.122Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.122Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.123Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.124Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.126Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.130Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.131Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.132Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.134Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.135Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.136Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.137Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.138Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.138Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.139Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.140Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.141Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.142Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.143Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.144Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.145Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.147Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.149Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.150Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.151Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.153Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.155Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.156Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.157Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.158Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.161Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.162Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.164Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.165Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.167Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.168Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.169Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.170Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.170Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.171Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.171Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.172Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.173Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.173Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.174Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.175Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.177Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.179Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.180Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.181Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.181Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.182Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.183Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.184Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.185Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.185Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.186Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.187Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.187Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.188Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.188Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.189Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.189Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.190Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.190Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.191Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.192Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.193Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.195Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.195Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-16T15:33:11.196Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
